[Regions]					
Name	Chromosome	Start	End	Upstream Probe Length	Downstream Probe Length
chr4:108935614-108935764	chr4	108935614	108935764		
chr4:122749698-122749874	chr4	122749698	122749874		
chr4:128863205-128863381	chr4	128863205	128863381		
chr4:128878631-128878807	chr4	128878631	128878807		
chr4:151203698-151203851	chr4	151203698	151203851		
chr4:151223782-151223932	chr4	151223782	151223932		
chr4:155491651-155491801	chr4	155491651	155491801		
chr4:159603394-159603570	chr4	159603394	159603570		
chr4:159620164-159620340	chr4	159620164	159620340		
chr4:159627404-159627580	chr4	159627404	159627580		
chr4:178361421-178361566	chr4	178361421	178361566		
chr4:187129976-187130126	chr4	187129976	187130126		
chr5:218395-218571	chr5	218395	218571		
chr5:251380-251525	chr5	251380	251525		
chr5:1815899-1816078	chr5	1815899	1816078		
chr5:13735248-13735448	chr5	13735248	13735448		
chr5:13793766-13793911	chr5	13793766	13793911		
chr5:13810202-13810347	chr5	13810202	13810347		
chr5:13841121-13841321	chr5	13841121	13841321		
chr5:13870949-13871149	chr5	13870949	13871149		
chr5:33951665-33951816	chr5	33951665	33951816		
chr5:38485869-38486018	chr5	38485869	38486018		
chr5:38499610-38499786	chr5	38499610	38499786		
chr5:42565887-42566138	chr5	42565887	42566138		
chr5:42692809-42693025	chr5	42692809	42693025		
chr5:42693649-42693865	chr5	42693649	42693865		
chr5:42694513-42694719	chr5	42694513	42694719		
chr5:42694898-42695018	chr5	42694898	42695018		
chr5:42695066-42695306	chr5	42695066	42695306		
chr5:42695430-42695632	chr5	42695430	42695632		
chr5:42695761-42695905	chr5	42695761	42695905		
chr5:42696786-42696930	chr5	42696786	42696930		
chr5:42697153-42697273	chr5	42697153	42697273		
chr5:42698398-42698648	chr5	42698398	42698648		
chr5:42698942-42699192	chr5	42698942	42699192		
chr5:42699800-42700180	chr5	42699800	42700180		
chr5:42700404-42700620	chr5	42700404	42700620		
chr5:42708708-42708924	chr5	42708708	42708924		
chr5:42709548-42709764	chr5	42709548	42709764		
chr5:42711317-42711506	chr5	42711317	42711506		
chr5:42713454-42713630	chr5	42713454	42713630		
chr5:43616091-43616241	chr5	43616091	43616241		
chr5:43644702-43644852	chr5	43644702	43644852		
chr5:52397112-52397288	chr5	52397112	52397288		
chr5:52397854-52397999	chr5	52397854	52397999		
chr5:52954309-52954485	chr5	52954309	52954485		
chr5:52978909-52979085	chr5	52978909	52979085		
chr5:54516135-54516285	chr5	54516135	54516285		
chr5:54527545-54527690	chr5	54527545	54527690		
chr5:54528200-54528377	chr5	54528200	54528377		
chr5:54528999-54529288	chr5	54528999	54529288		
chr5:60186718-60186863	chr5	60186718	60186863		
chr5:60194029-60194174	chr5	60194029	60194174		
chr5:60200599-60200775	chr5	60200599	60200775		
chr5:60240723-60240899	chr5	60240723	60240899		
chr5:69345505-69345713	chr5	69345505	69345713		
chr5:69359166-69359351	chr5	69359166	69359351		
chr5:69361728-69361904	chr5	69361728	69361904		
chr5:69362768-69362978	chr5	69362768	69362978		
chr5:69363121-69363355	chr5	69363121	69363355		
chr5:69364994-69365211	chr5	69364994	69365211		
chr5:69366410-69366593	chr5	69366410	69366593		
chr5:69367154-69367275	chr5	69367154	69367275		
chr5:69372203-69372898	chr5	69372203	69372898		
chr5:69373008-69373153	chr5	69373008	69373153		
chr5:69373300-69373420	chr5	69373300	69373420		
chr5:69373421-69373541	chr5	69373421	69373541		
chr5:70220798-70221052	chr5	70220798	70221052		
chr5:70234590-70234775	chr5	70234590	70234775		
chr5:70237152-70237328	chr5	70237152	70237328		
chr5:70238143-70238772	chr5	70238143	70238772		
chr5:70240227-70240634	chr5	70240227	70240634		
chr5:70241809-70242105	chr5	70241809	70242105		
chr5:70247624-70248314	chr5	70247624	70248314		
chr5:70248372-70248601	chr5	70248372	70248601		
chr5:70248717-70248837	chr5	70248717	70248837		
chr5:74009310-74009510	chr5	74009310	74009510		
chr5:74011420-74011588	chr5	74011420	74011588		
chr5:90105972-90106148	chr5	90105972	90106148		
chr5:90106495-90106671	chr5	90106495	90106671		
chr5:125885541-125885691	chr5	125885541	125885691		
chr5:126754755-126754931	chr5	126754755	126754931		
chr5:131726449-131726625	chr5	131726449	131726625		
chr5:132202634-132202779	chr5	132202634	132202779		
chr5:141334829-141334974	chr5	141334829	141334974		
chr5:141336349-141336494	chr5	141336349	141336494		
chr5:147470701-147470846	chr5	147470701	147470846		
chr5:147473865-147474041	chr5	147473865	147474041		
chr5:147477442-147477586	chr5	147477442	147477586		
chr5:147498056-147498232	chr5	147498056	147498232		
chr5:147503341-147503486	chr5	147503341	147503486		
chr5:149262968-149263122	chr5	149262968	149263122		
chr5:149264034-149264187	chr5	149264034	149264187		
chr5:149310605-149310755	chr5	149310605	149310755		
chr5:149323753-149323903	chr5	149323753	149323903		
chr5:149359891-149360091	chr5	149359891	149360091		
chr5:151235781-151235957	chr5	151235781	151235957		
chr5:151239448-151239624	chr5	151239448	151239624		
chr5:156675915-156676065	chr5	156675915	156676065		
chr5:157158539-157158684	chr5	157158539	157158684		
chr5:178556930-178557106	chr5	178556930	178557106		
chr5:178699854-178699999	chr5	178699854	178699999		
chr5:180036933-180037083	chr5	180036933	180037083		
chr6:10804044-10804194	chr6	10804044	10804194		
chr6:10809065-10809216	chr6	10809065	10809216		
chr6:31085155-31085303	chr6	31085155	31085303		
chr6:32810378-32810523	chr6	32810378	32810523		
chr6:33135526-33135671	chr6	33135526	33135671		
chr6:35467683-35467828	chr6	35467683	35467828		
chr6:35467829-35467979	chr6	35467829	35467979		
chr6:35473508-35473658	chr6	35473508	35473658		
chr6:35473853-35474006	chr6	35473853	35474006		
chr6:35479419-35479569	chr6	35479419	35479569		
chr6:39874461-39874606	chr6	39874461	39874606		
chr6:39879945-39880090	chr6	39879945	39880090		
chr6:39881023-39881168	chr6	39881023	39881168		
chr6:39886751-39886967	chr6	39886751	39886967		
chr6:39890567-39890783	chr6	39890567	39890783		
chr6:39891671-39891887	chr6	39891671	39891887		
chr6:39893401-39893717	chr6	39893401	39893717		
chr6:39894017-39894233	chr6	39894017	39894233		
chr6:39894857-39895073	chr6	39894857	39895073		
chr6:39896777-39896993	chr6	39896777	39896993		
chr6:42932968-42933144	chr6	42932968	42933144		
chr6:42933902-42934078	chr6	42933902	42934078		
chr6:42934185-42934361	chr6	42934185	42934361		
chr6:42934462-42934638	chr6	42934462	42934638		
chr6:42935199-42935375	chr6	42935199	42935375		
chr6:42946382-42946582	chr6	42946382	42946582		
chr6:43565364-43565564	chr6	43565364	43565564		
chr6:43638584-43638736	chr6	43638584	43638736		
chr6:49399459-49399635	chr6	49399459	49399635		
chr6:49409477-49409653	chr6	49409477	49409653		
chr6:49415358-49415558	chr6	49415358	49415558		
chr6:49419195-49419371	chr6	49419195	49419371		
chr6:49425426-49425602	chr6	49425426	49425602		
chr6:51524380-51524612	chr6	51524380	51524612		
chr6:51612649-51612825	chr6	51612649	51612825		
chr6:51618003-51618179	chr6	51618003	51618179		
chr6:51640538-51640714	chr6	51640538	51640714		
chr6:51777313-51777458	chr6	51777313	51777458		
chr6:51824605-51824781	chr6	51824605	51824781		
chr6:51875030-51875206	chr6	51875030	51875206		
chr6:51890773-51890919	chr6	51890773	51890919		
chr6:51914882-51915027	chr6	51914882	51915027		
chr6:51917799-51918015	chr6	51917799	51918015		
chr6:51918879-51919095	chr6	51918879	51919095		
chr6:51920271-51920487	chr6	51920271	51920487		
chr6:51920848-51920968	chr6	51920848	51920968		
chr6:51921120-51921370	chr6	51921120	51921370		
chr6:51921863-51922113	chr6	51921863	51922113		
chr6:51923047-51923384	chr6	51923047	51923384		
chr6:51924507-51924627	chr6	51924507	51924627		
chr6:51924928-51925144	chr6	51924928	51925144		
chr6:51925768-51925984	chr6	51925768	51925984		
chr6:51926608-51926824	chr6	51926608	51926824		
chr6:51930754-51930930	chr6	51930754	51930930		
chr6:51947923-51948099	chr6	51947923	51948099		
chr6:56340980-56341156	chr6	56340980	56341156		
chr6:64430560-64430714	chr6	64430560	64430714		
chr6:64436339-64436565	chr6	64436339	64436565		
chr6:64694280-64694430	chr6	64694280	64694430		
chr6:65092526-65092742	chr6	65092526	65092742		
chr6:65094206-65094412	chr6	65094206	65094412		
chr6:65094591-65094711	chr6	65094591	65094711		
chr6:65096471-65096649	chr6	65096471	65096649		
chr6:65114123-65114291	chr6	65114123	65114291		
chr6:65120418-65120668	chr6	65120418	65120668		
chr6:65125151-65125401	chr6	65125151	65125401		
chr6:65134265-65134515	chr6	65134265	65134515		
chr6:65136534-65136654	chr6	65136534	65136654		
chr6:65136955-65137171	chr6	65136955	65137171		
chr6:65138635-65138851	chr6	65138635	65138851		
chr6:65300237-65300382	chr6	65300237	65300382		
chr6:65301323-65301474	chr6	65301323	65301474		
chr6:65303097-65303247	chr6	65303097	65303247		
chr6:65356182-65356398	chr6	65356182	65356398		
chr6:65357022-65357238	chr6	65357022	65357238		
chr6:65357862-65358078	chr6	65357862	65358078		
chr6:65359879-65359999	chr6	65359879	65359999		
chr6:65443921-65444171	chr6	65443921	65444171		
chr6:65523253-65523503	chr6	65523253	65523503		
chr6:65531456-65531706	chr6	65531456	65531706		
chr6:65532518-65532768	chr6	65532518	65532768		
chr6:65596545-65596795	chr6	65596545	65596795		
chr6:65611942-65612192	chr6	65611942	65612192		
chr6:65612224-65612474	chr6	65612224	65612474		
chr6:65622398-65622648	chr6	65622398	65622648		
chr6:65655629-65655879	chr6	65655629	65655879		
chr6:65707414-65707664	chr6	65707414	65707664		
chr6:65729879-65729999	chr6	65729879	65729999		
chr6:65731932-65732148	chr6	65731932	65732148		
chr6:65733060-65733276	chr6	65733060	65733276		
chr6:65733900-65734116	chr6	65733900	65734116		
chr6:66005852-66006002	chr6	66005852	66006002		
chr6:66053897-66054049	chr6	66053897	66054049		
chr6:66063427-66063577	chr6	66063427	66063577		
chr6:66094298-66094448	chr6	66094298	66094448		
chr6:66204808-66204976	chr6	66204808	66204976		
chr6:74325093-74325238	chr6	74325093	74325238		
chr6:80197025-80197201	chr6	80197025	80197201		
chr6:80201259-80201441	chr6	80201259	80201441		
chr6:80203280-80203425	chr6	80203280	80203425		
chr6:80223335-80223511	chr6	80223335	80223511		
chr6:80228442-80228618	chr6	80228442	80228618		
chr6:80877331-80877507	chr6	80877331	80877507		
chr6:80878589-80878830	chr6	80878589	80878830		
chr6:80880959-80881135	chr6	80880959	80881135		
chr6:80910611-80910840	chr6	80910611	80910840		
chr6:80982843-80982988	chr6	80982843	80982988		
chr6:81053380-81053556	chr6	81053380	81053556		
chr6:88226470-88226646	chr6	88226470	88226646		
chr6:88234208-88234384	chr6	88234208	88234384		
chr6:88239236-88239412	chr6	88239236	88239412		
chr6:88279154-88279330	chr6	88279154	88279330		
chr6:109802635-109802835	chr6	109802635	109802835		
chr6:112382201-112382401	chr6	112382201	112382401		
chr6:112386074-112386220	chr6	112386074	112386220		
chr6:129468036-129468214	chr6	129468036	129468214		
chr6:129498937-129499113	chr6	129498937	129499113		
chr6:129636707-129636883	chr6	129636707	129636883		
chr6:129674294-129674516	chr6	129674294	129674516		
chr6:129714139-129714315	chr6	129714139	129714315		
chr6:129775341-129775517	chr6	129775341	129775517		
chr6:129826413-129826558	chr6	129826413	129826558		
chr6:135715915-135716091	chr6	135715915	135716091		
chr6:135754143-135754319	chr6	135754143	135754319		
chr6:135776812-135776988	chr6	135776812	135776988		
chr6:135784331-135784507	chr6	135784331	135784507		
chr6:137147475-137147651	chr6	137147475	137147651		
chr6:137166659-137166882	chr6	137166659	137166882		
chr6:145982505-145982721	chr6	145982505	145982721		
chr6:145983345-145983561	chr6	145983345	145983561		
chr6:145984185-145984401	chr6	145984185	145984401		
chr6:145990129-145990331	chr6	145990129	145990331		
chr6:145992787-145993013	chr6	145992787	145993013		
chr6:146007220-146007470	chr6	146007220	146007470		
chr6:146025271-146025521	chr6	146025271	146025521		
chr6:146029566-146029686	chr6	146029566	146029686		
chr6:146032651-146032867	chr6	146032651	146032867		
chr6:146034211-146034427	chr6	146034211	146034427		
chr6:146037691-146037907	chr6	146037691	146037907		
chr6:146056396-146056627	chr6	146056396	146056627		
chr6:158538747-158538923	chr6	158538747	158538923		
chr6:158541421-158541705	chr6	158541421	158541705		
chr6:158564051-158564228	chr6	158564051	158564228		
chr6:158576267-158576443	chr6	158576267	158576443		
chr6:162619209-162619425	chr6	162619209	162619425		
chr6:162620097-162620313	chr6	162620097	162620313		
chr6:162621009-162621225	chr6	162621009	162621225		
chr6:162622099-162622348	chr6	162622099	162622348		
chr6:162622584-162622800	chr6	162622584	162622800		
chr6:162623424-162623640	chr6	162623424	162623640		
chr6:162624264-162624480	chr6	162624264	162624480		
chr6:162679979-162680195	chr6	162679979	162680195		
chr6:162680819-162681035	chr6	162680819	162681035		
chr6:162682739-162682955	chr6	162682739	162682955		
chr6:162683553-162683801	chr6	162683553	162683801		
chr6:162684241-162684457	chr6	162684241	162684457		
chr6:162685297-162685513	chr6	162685297	162685513		
chr6:162686137-162686353	chr6	162686137	162686353		
chr6:162864339-162864484	chr6	162864339	162864484		
chr7:299736-299963	chr7	299736	299963		
chr7:16460715-16460860	chr7	16460715	16460860		
chr7:21908498-21908643	chr7	21908498	21908643		
chr7:21939601-21939780	chr7	21939601	21939780		
chr7:26404122-26404267	chr7	26404122	26404267		
chr7:26404662-26404838	chr7	26404662	26404838		
chr7:31009419-31009569	chr7	31009419	31009569		
chr7:31016065-31016210	chr7	31016065	31016210		
chr7:33376024-33376174	chr7	33376024	33376174		
chr7:33407400-33407550	chr7	33407400	33407550		
chr7:33976918-33977063	chr7	33976918	33977063		
chr7:65547848-65547993	chr7	65547848	65547993		
chr7:65557759-65557935	chr7	65557759	65557935		
chr7:74191515-74191794	chr7	74191515	74191794		
chr7:74197799-74197944	chr7	74197799	74197944		
chr7:75615040-75615185	chr7	75615040	75615185		
chr7:92123736-92123912	chr7	92123736	92123912		
chr7:92130800-92130976	chr7	92130800	92130976		
chr7:92132410-92132586	chr7	92132410	92132586		
chr7:92730855-92731000	chr7	92730855	92731000		
chr7:92734308-92734453	chr7	92734308	92734453		
chr7:97484645-97484790	chr7	97484645	97484790		
chr7:97498296-97498472	chr7	97498296	97498472		
chr7:107312554-107312699	chr7	107312554	107312699		
chr7:107315420-107315605	chr7	107315420	107315605		
chr7:107323906-107324082	chr7	107323906	107324082		
chr7:107330470-107330765	chr7	107330470	107330765		
chr7:107334853-107334998	chr7	107334853	107334998		
chr7:107336298-107336529	chr7	107336298	107336529		
chr7:107342395-107342540	chr7	107342395	107342540		
chr7:107350501-107350677	chr7	107350501	107350677		
chr7:107431428-107431604	chr7	107431428	107431604		
chr7:107533636-107533781	chr7	107533636	107533781		
chr7:107555878-107556023	chr7	107555878	107556023		
chr7:107557721-107557866	chr7	107557721	107557866		
chr7:107559440-107559616	chr7	107559440	107559616		
chr7:117120073-117120259	chr7	117120073	117120259		
chr7:117134885-117135110	chr7	117134885	117135110		
chr7:117135725-117135950	chr7	117135725	117135950		
chr7:117137861-117138196	chr7	117137861	117138196		
chr7:117138246-117138366	chr7	117138246	117138366		
chr7:117138375-117138495	chr7	117138375	117138495		
chr7:117138624-117138922	chr7	117138624	117138922		
chr7:117139304-117139520	chr7	117139304	117139520		
chr7:117139548-117139764	chr7	117139548	117139764		
chr7:117140064-117140360	chr7	117140064	117140360		
chr7:117140848-117141392	chr7	117140848	117141392		
chr7:117142155-117142309	chr7	117142155	117142309		
chr7:117143013-117143945	chr7	117143013	117143945		
chr7:117143973-117144223	chr7	117143973	117144223		
chr7:117144236-117144490	chr7	117144236	117144490		
chr7:117144797-117145187	chr7	117144797	117145187		
chr7:117145475-117145793	chr7	117145475	117145793		
chr7:117145899-117146019	chr7	117145899	117146019		
chr7:117146482-117146776	chr7	117146482	117146776		
chr7:117146903-117147247	chr7	117146903	117147247		
chr7:117147400-117147616	chr7	117147400	117147616		
chr7:117148103-117148456	chr7	117148103	117148456		
chr7:117148943-117149299	chr7	117148943	117149299		
chr7:117150490-117150740	chr7	117150490	117150740		
chr7:117156383-117156585	chr7	117156383	117156585		
chr7:117159325-117159445	chr7	117159325	117159445		
chr7:117161642-117161858	chr7	117161642	117161858		
chr7:117162482-117162698	chr7	117162482	117162698		
chr7:117163706-117163922	chr7	117163706	117163922		
chr7:117170852-117171269	chr7	117170852	117171269		
chr7:117174249-117174524	chr7	117174249	117174524		
chr7:117175201-117175566	chr7	117175201	117175566		
chr7:117176488-117176786	chr7	117176488	117176786		
chr7:117180052-117180501	chr7	117180052	117180501		
chr7:117181983-117182256	chr7	117181983	117182256		
chr7:117188584-117188949	chr7	117188584	117188949		
chr7:117199417-117199798	chr7	117199417	117199798		
chr7:117227685-117227988	chr7	117227685	117227988		
chr7:117229445-117229621	chr7	117229445	117229621		
chr7:117230306-117230598	chr7	117230306	117230598		
chr7:117231941-117232812	chr7	117231941	117232812		
chr7:117234884-117235196	chr7	117234884	117235196		
chr7:117242843-117243022	chr7	117242843	117243022		
chr7:117243485-117243936	chr7	117243485	117243936		
chr7:117245286-117245502	chr7	117245286	117245502		
chr7:117246630-117246908	chr7	117246630	117246908		
chr7:117247098-117247314	chr7	117247098	117247314		
chr7:117247470-117247676	chr7	117247470	117247676		
chr7:117247855-117248154	chr7	117247855	117248154		
chr7:117248619-117248994	chr7	117248619	117248994		
chr7:117249172-117249316	chr7	117249172	117249316		
chr7:117249757-117250076	chr7	117249757	117250076		
chr7:117250436-117252092	chr7	117250436	117252092		
chr7:117252128-117252378	chr7	117252128	117252378		
chr7:117252410-117252626	chr7	117252410	117252626		
chr7:117252843-117253093	chr7	117252843	117253093		
chr7:117253610-117253826	chr7	117253610	117253826		
chr7:117254450-117254838	chr7	117254450	117254838		
chr7:117256135-117256385	chr7	117256135	117256385		
chr7:117256875-117256995	chr7	117256875	117256995		
chr7:117258640-117258856	chr7	117258640	117258856		
chr7:117259600-117259816	chr7	117259600	117259816		
chr7:117260440-117260656	chr7	117260440	117260656		
chr7:117267474-117267919	chr7	117267474	117267919		
chr7:117279942-117280087	chr7	117279942	117280087		
chr7:117282391-117282748	chr7	117282391	117282748		
chr7:117292805-117293059	chr7	117292805	117293059		
chr7:117302094-117302310	chr7	117302094	117302310		
chr7:117303318-117303534	chr7	117303318	117303534		
chr7:117304158-117304364	chr7	117304158	117304364		
chr7:117304664-117306152	chr7	117304664	117306152		
chr7:117306495-117306711	chr7	117306495	117306711		
chr7:117306870-117307183	chr7	117306870	117307183		
chr7:117307335-117307551	chr7	117307335	117307551		
chr7:117308175-117308391	chr7	117308175	117308391		
chr7:120446598-120446748	chr7	120446598	120446748		
chr7:143018737-143018914	chr7	143018737	143018914		
chr7:143021459-143021635	chr7	143021459	143021635		
chr7:143028281-143028457	chr7	143028281	143028457		
chr7:143036315-143036460	chr7	143036315	143036460		
chr7:143038952-143039097	chr7	143038952	143039097		
chr7:143047627-143047803	chr7	143047627	143047803		
chr7:150752287-150752463	chr7	150752287	150752463		
chr7:152345854-152345999	chr7	152345854	152345999		
chr8:1728563-1728713	chr8	1728563	1728713		
chr8:17143815-17143960	chr8	17143815	17143960		
chr8:27660745-27660921	chr8	27660745	27660921		
chr8:30938572-30938748	chr8	30938572	30938748		
chr8:30981996-30982172	chr8	30981996	30982172		
chr8:38884211-38884361	chr8	38884211	38884361		
chr8:43013780-43013925	chr8	43013780	43013925		
chr8:55534674-55534824	chr8	55534674	55534824		
chr8:55541308-55541458	chr8	55541308	55541458		
chr8:65517318-65517463	chr8	65517318	65517463		
chr8:74888544-74888720	chr8	74888544	74888720		
chr8:74890918-74891197	chr8	74890918	74891197		
chr8:74893333-74893509	chr8	74893333	74893509		
chr8:74893575-74893752	chr8	74893575	74893752		
chr8:77895670-77896160	chr8	77895670	77896160		
chr8:87588061-87588211	chr8	87588061	87588211		
chr8:87645018-87645168	chr8	87645018	87645168		
chr8:87655936-87656081	chr8	87655936	87656081		
chr8:87656725-87656989	chr8	87656725	87656989		
chr8:87679113-87679434	chr8	87679113	87679434		
chr8:87683125-87683270	chr8	87683125	87683270		
chr8:87755741-87755892	chr8	87755741	87755892		
chr8:92083288-92083464	chr8	92083288	92083464		
chr8:94792755-94792931	chr8	94792755	94792931		
chr8:94793897-94794073	chr8	94793897	94794073		
chr8:94809497-94809673	chr8	94809497	94809673		
chr8:96259840-96260072	chr8	96259840	96260072		
chr8:100568675-100568851	chr8	100568675	100568851		
chr8:100725485-100725701	chr8	100725485	100725701		
chr8:100728053-100728269	chr8	100728053	100728269		
chr8:100728893-100729099	chr8	100728893	100729099		
chr8:100729375-100729702	chr8	100729375	100729702		
chr8:100730501-100730717	chr8	100730501	100730717		
chr8:100731341-100731557	chr8	100731341	100731557		
chr8:100732373-100732589	chr8	100732373	100732589		
chr8:103238176-103238352	chr8	103238176	103238352		
chr8:120816045-120816221	chr8	120816045	120816221		
chr8:141407651-141407796	chr8	141407651	141407796		
chr8:143996443-143996588	chr8	143996443	143996588		
chr8:145541381-145541557	chr8	145541381	145541557		
chr8:145541683-145541828	chr8	145541683	145541828		
chr8:145639330-145639506	chr8	145639330	145639506		
chr9:439224-439369	chr9	439224	439369		
chr9:6540036-6540181	chr9	6540036	6540181		
chr9:6553344-6553520	chr9	6553344	6553520		
chr9:6604585-6604761	chr9	6604585	6604761		
chr9:6610261-6610437	chr9	6610261	6610437		
chr9:6645425-6645570	chr9	6645425	6645570		
chr9:26905570-26905715	chr9	26905570	26905715		
chr9:32974418-32974568	chr9	32974418	32974568		
chr9:33167034-33167179	chr9	33167034	33167179		
chr9:34513037-34513182	chr9	34513037	34513182		
chr9:34638432-34638648	chr9	34638432	34638648		
chr9:34643808-34644024	chr9	34643808	34644024		
chr9:34644912-34645128	chr9	34644912	34645128		
chr9:34645537-34645657	chr9	34645537	34645657		
chr9:34646565-34646815	chr9	34646565	34646815		
chr9:34647057-34647307	chr9	34647057	34647307		
chr9:34647403-34647653	chr9	34647403	34647653		
chr9:34647707-34647964	chr9	34647707	34647964		
chr9:34648011-34648518	chr9	34648011	34648518		
chr9:34648700-34649164	chr9	34648700	34649164		
chr9:34649355-34649605	chr9	34649355	34649605		
chr9:34650363-34650613	chr9	34650363	34650613		
chr9:34651112-34651232	chr9	34651112	34651232		
chr9:34652229-34652445	chr9	34652229	34652445		
chr9:34653309-34653525	chr9	34653309	34653525		
chr9:34654149-34654365	chr9	34654149	34654365		
chr9:35078059-35078235	chr9	35078059	35078235		
chr9:35078621-35078797	chr9	35078621	35078797		
chr9:36217323-36217468	chr9	36217323	36217468		
chr9:37436691-37436867	chr9	37436691	37436867		
chr9:37781962-37782138	chr9	37781962	37782138		
chr9:75309418-75309594	chr9	75309418	75309594		
chr9:75404074-75404319	chr9	75404074	75404319		
chr9:75435728-75436005	chr9	75435728	75436005		
chr9:77390984-77391160	chr9	77390984	77391160		
chr9:77416740-77416885	chr9	77416740	77416885		
chr9:77436504-77436680	chr9	77436504	77436680		
chr9:79840760-79840960	chr9	79840760	79840960		
chr9:79874983-79875128	chr9	79874983	79875128		
chr9:79946920-79947065	chr9	79946920	79947065		
chr9:80003204-80003420	chr9	80003204	80003420		
chr9:80004044-80004260	chr9	80004044	80004260		
chr9:80005124-80005330	chr9	80005124	80005330		
chr9:80005509-80005629	chr9	80005509	80005629		
chr9:80006900-80007054	chr9	80006900	80007054		
chr9:80011015-80011265	chr9	80011015	80011265		
chr9:80014688-80014880	chr9	80014688	80014880		
chr9:80018069-80018319	chr9	80018069	80018319		
chr9:80020714-80020964	chr9	80020714	80020964		
chr9:80022353-80022603	chr9	80022353	80022603		
chr9:80031004-80031254	chr9	80031004	80031254		
chr9:80031991-80032241	chr9	80031991	80032241		
chr9:80038667-80038917	chr9	80038667	80038917		
chr9:80040431-80040681	chr9	80040431	80040681		
chr9:80042825-80042945	chr9	80042825	80042945		
chr9:80043678-80043894	chr9	80043678	80043894		
chr9:80044566-80044782	chr9	80044566	80044782		
chr9:80045646-80045862	chr9	80045646	80045862		
chr9:97863905-97864124	chr9	97863905	97864124		
chr9:97912262-97912438	chr9	97912262	97912438		
chr9:97934242-97934387	chr9	97934242	97934387		
chr9:98011407-98011666	chr9	98011407	98011666		
chr9:98740423-98740599	chr9	98740423	98740599		
chr9:103055185-103055330	chr9	103055185	103055330		
chr9:104184105-104184281	chr9	104184105	104184281		
chr9:104187184-104187360	chr9	104187184	104187360		
chr9:104188773-104188949	chr9	104188773	104188949		
chr9:104189704-104189928	chr9	104189704	104189928		
chr9:104190697-104190876	chr9	104190697	104190876		
chr9:104192107-104192283	chr9	104192107	104192283		
chr9:108382264-108382409	chr9	108382264	108382409		
chr9:108482094-108482310	chr9	108482094	108482310		
chr9:108482934-108483150	chr9	108482934	108483150		
chr9:108483774-108483980	chr9	108483774	108483980		
chr9:108484159-108484279	chr9	108484159	108484279		
chr9:108484280-108485540	chr9	108484280	108485540		
chr9:108486380-108486620	chr9	108486380	108486620		
chr9:108487040-108487160	chr9	108487040	108487160		
chr9:108488960-108489080	chr9	108488960	108489080		
chr9:108502880-108503240	chr9	108502880	108503240		
chr9:108504800-108505100	chr9	108504800	108505100		
chr9:108505141-108505261	chr9	108505141	108505261		
chr9:108505586-108505802	chr9	108505586	108505802		
chr9:108510170-108510386	chr9	108510170	108510386		
chr9:108511034-108511250	chr9	108511034	108511250		
chr9:111656266-111656442	chr9	111656266	111656442		
chr9:111662023-111662168	chr9	111662023	111662168		
chr9:111662510-111662655	chr9	111662510	111662655		
chr9:113441002-113441218	chr9	113441002	113441218		
chr9:113444074-113444290	chr9	113444074	113444290		
chr9:113444914-113445130	chr9	113444914	113445130		
chr9:113449164-113449620	chr9	113449164	113449620		
chr9:113453402-113453618	chr9	113453402	113453618		
chr9:113454722-113454938	chr9	113454722	113454938		
chr9:113455826-113456042	chr9	113455826	113456042		
chr9:119460333-119460509	chr9	119460333	119460509		
chr9:126133138-126133421	chr9	126133138	126133421		
chr9:126133622-126133893	chr9	126133622	126133893		
chr9:126135822-126135999	chr9	126135822	126135999		
chr9:131095771-131095916	chr9	131095771	131095916		
chr9:131708060-131708236	chr9	131708060	131708236		
chr9:131708288-131708433	chr9	131708288	131708433		
chr9:131708598-131708743	chr9	131708598	131708743		
chr9:133333824-133333974	chr9	133333824	133333974		
chr9:133355026-133355176	chr9	133355026	133355176		
chr9:133355704-133355854	chr9	133355704	133355854		
chr9:133370317-133370467	chr9	133370317	133370467		
chr9:133374857-133375007	chr9	133374857	133375007		
chr9:134384221-134384397	chr9	134384221	134384397		
chr9:134390755-134390933	chr9	134390755	134390933		
chr9:134398340-134398516	chr9	134398340	134398516		
chr9:136219462-136219662	chr9	136219462	136219662		
chr9:136221420-136221620	chr9	136221420	136221620		
chr9:136323097-136323273	chr9	136323097	136323273		
chr9:139995464-139995640	chr9	139995464	139995640		
chr9:140002008-140002153	chr9	140002008	140002153		
chr10:13325619-13325795	chr10	13325619	13325795		
chr10:13699370-13699527	chr10	13699370	13699527		
chr10:14950745-14950891	chr10	14950745	14950891		
chr10:17636171-17636316	chr10	17636171	17636316		
chr10:50678706-50678882	chr10	50678706	50678882		
chr10:50732368-50732514	chr10	50732368	50732514		
chr10:50738794-50738970	chr10	50738794	50738970		
chr10:50819791-50819936	chr10	50819791	50819936		
chr10:55581789-55581989	chr10	55581789	55581989		
chr10:55779850-55780050	chr10	55779850	55780050		
chr10:56077101-56077246	chr10	56077101	56077246		
chr10:70775749-70775894	chr10	70775749	70775894		
chr10:73121906-73122346	chr10	73121906	73122346		
chr10:73565517-73565693	chr10	73565517	73565693		
chr10:90987887-90988225	chr10	90987887	90988225		
chr10:95380323-95380473	chr10	95380323	95380473		
chr10:99371192-99371478	chr10	99371192	99371478		
chr10:100186919-100187069	chr10	100186919	100187069		
chr10:103826219-103826395	chr10	103826219	103826395		
